0,1
1,1.512820512
1,1.658536585
1,1.81081081
1,1
2,1.315789473
2,1.74
2,1.52173913
3,1.710526315
3,1.409090909
3,1.416666666
4,1.592592592
4,1.642857142
4,1.44
5,1.642857142
5,1.642857142
5,1.685185185
6,1.602941176
6,1.215189873
7,1.367346938
7,1.367346938
7,1.571428571
8,1.512195121
8,1.512195121
8,1.875
9,1.625
9,1.470588235
10,1.307692307
10,1.307692307
10,0.967741935
11,1.645833333
11,1.645833333
12,1.765957446
12,1.765957446
13,1.666666666
13,1.666666666
14,1.742857142
15,1.785714285
15,1.785714285
15,1.785714285
16,1.382352941
16,1.382352941
17,1.224489795
17,1.224489795
18,1.621621621
18,1.621621621
19,1.291666666
19,1.291666666
21,1.807692307
21,1.807692307
22,2
22,2
23,1.25
23,1.25
24,1.411764705
24,1.411764705
25,1.296296296
25,1.296296296
26,1.5625
26,1.666666666
27,0.94
27,0.94
28,1.65
28,1.892857142
29,0.744444444
29,1.916666666
30,1.052631578
30,0.744444444
30,1.793103448
31,1.379310344
31,0.744444444
32,1.631578947
33,0.744444444
33,0.744444444
34,0.744444444
34,0.747126436
35,0.744444444
35,0.775280898
36,0.744444444
36,0.7
37,0.744444444
37,0.74074074
38,0.657894736
42,1.541666666
43,1.444444444
44,1.629629629
45,1.59375
46,1.580645161
47,1.396226415
48,1.54054054
48,1.525
49,1.595238095
49,1.357142857
50,1.595238095
50,1.246376811
51,1.446428571
51,1.37037037
51,1.568181818
52,1.456521739
52,1.428571428
53,1.461538461
53,1.388059701
53,0.890410958
54,1.696969696
54,1.5625
55,1.5
55,1.407407407
56,1.666666666
57,1.821428571
57,1.714285714
58,1.555555555
58,1.636363636
59,1.423076923
60,1.510204081
60,1.489795918
61,1.630434782
61,1.595238095
62,1.53125
62,1.6
63,1.52
63,1.826086956
64,1.777777777
64,1.538461538
64,1.64516129
65,1.424242424
65,1.384615384
66,1.826923076
66,1.698113207
66,1.44262295
67,1.45
67,1.13559322
67,1.590163934
68,1.158536585
68,0.987951807
69,1.625
69,1.638888888
70,1.620689655
70,1.620689655
70,1.615384615
71,1.457142857
71,1.457142857
71,1.484848484
72,1.311111111
72,1.38095238
73,1.708333333
73,1.729166666
74,1.68
74,1.68
75,1.23076923
75,1.5
76,1.466666666
77,1.4
77,1.4
77,1.44117647
79,1.19402985
79,1.19402985
79,1.307692307
81,1.727272727
81,1.685714285
83,1.145833333
83,1.441860465
83,1.145833333
85,1.472222222
85,1.282051282
86,1.731707317
86,1.741935483
86,1.313432835
87,1.962962962
87,1.527777777
87,1.405405405
88,0
88,1.333333333
88,1.34375
88,1.344827586
89,0
89,1.727272727
89,1.348837209
90,0
90,1.833333333
92,1.962962962
93,1.425
94,1.729729729
95,1.818181818
96,1.686274509
97,1.4375
101,1.5
102,2.08
102,1.387096774
103,1.272727272
103,1.325581395
104,1.607142857
104,1.5
105,1.19047619
105,1.414634146
107,1.459459459
108,1.619047619
109,1.454545454
110,1.475
111,1.727272727
112,1.514285714
113,0.65
114,1.481481481
114,0.75
115,1.285714285
115,1.125
116,1.535714285
116,1.04
117,1.696969696
117,1.625
117,1.666666666
118,1.533333333
118,1.533333333
119,1.44680851
119,1.379310344
120,1.551724137
120,1.695652173
120,1.695652173
121,1.580645161
121,1.580645161
121,1.12
122,0.159090909
122,1.148148148
123,1.365853658
123,1.465116279
123,1.257142857
123,1.257142857
124,1.266666666
124,1.536585365
124,1.536585365
124,1.24137931
125,1.709677419
125,1.648648648
125,1.619047619
125,1.709677419
126,1.411764705
126,1.571428571
126,1.571428571
127,1.571428571
127,1.571428571
127,1.551724137
127,2.277777777
128,1.371428571
128,1.371428571
128,1.382352941
129,1.407407407
129,1.407407407
129,1.310344827
130,1.5
130,1.346938775
130,1.4
131,1.078947368
131,1.357142857
131,1.407407407
131,1.541666666
132,1.055555555
132,1.447368421
132,1.555555555
133,0.886363636
133,1.428571428
133,1.428571428
133,1.533333333
134,0.975
134,1.428571428
134,1.428571428
134,1.25
135,1.309523809
135,1.309523809
136,1.709677419
136,1.709677419
137,1.206896551
137,1.206896551
138,1.448275862
138,1.448275862
139,1.724137931
140,1.708333333
140,1.217391304
141,1.586206896
141,1.653846153
142,1.526315789
142,1.472222222
143,1.625
143,1.722222222
143,1.705882352
144,1.742857142
144,1.6
145,1.535714285
145,1.692307692
146,1.583333333
146,1.394736842
147,1.657894736
148,1.527777777
148,1.633333333
149,1.586206896
150,1.714285714
150,1.612244897
151,1.116279069
151,1.6
152,1.319148936
152,1.75
152,2.047619047
153,1.698412698
153,1.126582278
153,1.341772151
154,1.75
154,1.5625
155,1.4
155,1.49090909
156,1.6
156,1.806451612
156,1.261904761
157,1.666666666
157,1.5625
158,1.257142857
158,1.464285714
158,1.615384615
159,1.736842105
159,1.647058823
159,1.458333333
159,1.782608695
160,1.6
160,1.78125
160,1.34090909
161,1.37037037
161,1.363636363
161,1.9375
161,1.428571428
162,1.027027027
162,1.5
162,1.666666666
162,1.363636363
163,1.222222222
163,1.857142857
163,2
163,2.066666666
164,1.470588235
164,2.066666666
165,1.368421052
165,2.09090909
165,1.166666666
166,1.130434782
166,1.733333333
166,1.4375
167,1.638297872
168,0.882352941
168,1.48
169,0.945945945
169,2.32
170,1.38095238
170,2.121212121
171,1.25
172,1
173,1.185185185
175,1.224489795
176,1.578947368
177,1.4
177,1.47368421
178,1.357142857
178,1.235294117
179,1.44680851
179,1.4
180,1.232558139
181,1.457142857
181,1.571428571
182,1.470588235
183,1.5
183,1.489795918
184,1.405405405
184,1.525
185,1.617647058
185,1.54054054
186,1.4
186,1.391304347
187,2.032258064
187,1.325
188,1.648648648
188,1.461538461
189,1.785714285
190,1.538461538
191,1.4
193,1
194,1.625
195,1.533333333
196,1.409090909
197,1.5
198,1.375
199,1.666666666
200,1.75
201,2
202,1.625
202,1.833333333
203,1.6875
203,1.733333333
204,1.583333333
205,1.642857142
205,2.375
206,1.533333333
206,1.75
207,1.4
208,1.588235294
208,1.615384615
209,1.545454545
209,1.722222222
210,1.923076923
210,2.09090909
211,1.4
212,1.846153846
213,1.761904761
214,1.545454545
215,2
216,1.785714285
217,1.923076923
218,1.260869565
219,1.666666666
220,1.388888888
